-637651200, 11, 880, 0.141134
-688007424, 11, 880, 0.143126
-956311808, 11, 880, 0.256783
-839207168, 11, 880, 0.188789
1651787520, 11, 880, 0.274735
-1761618176, 11, 880, 0.243509
1265723136, 11, 880, 0.278927
-1434466560, 11, 880, 0.245594
-763541760, 11, 880, 0.255679
-2063624448, 11, 880, 0.249299
-771934464, 11, 880, 0.257716
-729970944, 11, 880, 0.257893
713017088, 11, 880, 0.246534
-1551898880, 11, 880, 0.252841
-1585469696, 11, 880, 0.252344
1912583936, 11, 880, 0.250078
-822225152, 11, 880, 0.248743
-679614720, 11, 880, 0.308036
-981489920, 11, 880, 0.262163
-1182849280, 11, 880, 0.262624
-1199634688, 11, 880, 0.262723
-1191241984, 11, 880, 0.262744
2046244608, 11, 880, 0.260306
124315392, 11, 880, 0.272032
-696400128, 11, 880, 0.312916
-780261632, 11, 880, 0.297650
2063587072, 11, 880, 0.303167
-713185536, 11, 880, 0.313690
-1904228608, 11, 880, 0.306092
-805439744, 11, 880, 0.298754
2121320192, 11, 880, 0.259203
1644115712, 11, 880, 0.303818
-755149056, 11, 880, 0.314045
-1258383616, 11, 880, 0.298696
-528546048, 11, 880, 0.314344
-307030272, 11, 880, 0.317284
1300178688, 11, 880, 0.304289
-570509568, 11, 880, 0.314701
-562116864, 11, 880, 0.314899
528443136, 11, 880, 0.303205
-520153344, 11, 880, 0.314987
1098819328, 11, 880, 0.304597
-1291954432, 11, 880, 0.300173
-486582528, 11, 880, 0.315323
-830683392, 11, 880, 0.315486
-251685120, 11, 880, 0.302759
-469797120, 11, 880, 0.315680
-478189824, 11, 880, 0.315830
-645978368, 11, 880, 0.302221
-923134208, 11, 880, 0.272401
-612473088, 11, 880, 0.316287
-1468659968, 11, 880, 0.268502
-654436608, 11, 880, 0.316473
-427833600, 11, 880, 0.316702
-2021660928, 11, 880, 0.309929
-981686528, 11, 880, 0.317049
-419440896, 11, 880, 0.317185
-662829312, 11, 880, 0.317374
-402655488, 11, 880, 0.317605
-973097216, 11, 880, 0.317199
-315422976, 11, 880, 0.317857
-839076096, 11, 880, 0.317885
-411048192, 11, 880, 0.318239
-998471936, 11, 880, 0.317726
-805505280, 11, 880, 0.317860
-813897984, 11, 880, 0.318070
-964704512, 11, 880, 0.318097
-1015257344, 11, 880, 0.318218
-1006864640, 11, 880, 0.318240
-1048828160, 11, 880, 0.318287
-1082398976, 11, 880, 0.318252
-1065613568, 11, 880, 0.318486
-1040435456, 11, 880, 0.318817
-1074006272, 11, 880, 0.318707
-1099184384, 11, 880, 0.318641
-545331456, 11, 880, 0.322066
-1090791680, 11, 880, 0.318973
-1258318080, 11, 880, 0.318069
-1241532672, 11, 880, 0.318212
-1283496192, 11, 880, 0.318235
-1266710784, 11, 880, 0.318470
-1115969792, 11, 880, 0.318476
-1233139968, 11, 880, 0.318676
-1124362496, 11, 880, 0.318740
-1409288448, 11, 880, 0.318949
-1291888896, 11, 880, 0.318991
-1216354560, 11, 880, 0.319266
-1308674304, 11, 880, 0.318739
-1300281600, 11, 880, 0.318922
-1317067008, 11, 880, 0.319301
-1426073856, 11, 880, 0.319004
-1417681152, 11, 880, 0.319335
-704792832, 11, 880, 0.324786
-1451251968, 11, 880, 0.318824
-1459644672, 11, 880, 0.318793
-1560291584, 11, 880, 0.318832
-1744832768, 11, 880, 0.318538
-1568684288, 11, 880, 0.319160
-1325525248, 11, 880, 0.309755
-1753225472, 11, 880, 0.318932
-1778403584, 11, 880, 0.318859
-1359096064, 11, 880, 0.309933
-1795188992, 11, 880, 0.318873
-1895835904, 11, 880, 0.318957
-1879050496, 11, 880, 0.319217
-2013268224, 11, 880, 0.318700
-1912621312, 11, 880, 0.319311
-1929406720, 11, 880, 0.318991
-2055231744, 11, 880, 0.318830
-2038446336, 11, 880, 0.319127
-738363648, 11, 880, 0.327374
-2030053632, 11, 880, 0.319487
-2072017152, 11, 880, 0.319260
-2097195264, 11, 880, 0.319004
-2105587968, 11, 880, 0.319072
-2080409856, 11, 880, 0.319497
2071979776, 11, 880, 0.319068
-746756352, 11, 880, 0.328413
-2122373376, 11, 880, 0.319533
2080372480, 11, 880, 0.319370
2046801664, 11, 880, 0.319700
2030016256, 11, 880, 0.319678
1937762048, 11, 880, 0.319875
-1518557440, 11, 880, 0.313255
1895798528, 11, 880, 0.320161
1879013120, 11, 880, 0.320152
1870620416, 11, 880, 0.320290
1828656896, 11, 880, 0.320496
1837049600, 11, 880, 0.320635
1853835008, 11, 880, 0.320846
1736435456, 11, 880, 0.321031
1845442304, 11, 880, 0.321211
1719650048, 11, 880, 0.321398
1702864640, 11, 880, 0.321530
1694471936, 11, 880, 0.321716
1711257344, 11, 880, 0.322025
1686079232, 11, 880, 0.321983
1946154752, 11, 880, 0.322234
1669293824, 11, 880, 0.322381
1652508416, 11, 880, 0.322750
1635723008, 11, 880, 0.322843
2055194368, 11, 880, 0.323164
1627330304, 11, 880, 0.323170
1526716160, 11, 880, 0.323238
1509930752, 11, 880, 0.323360
1535108864, 11, 880, 0.323510
