-411146496, 3, 240, 0.020620
-385968384, 3, 240, 0.023532
-461502720, 3, 240, 0.023107
-570607872, 3, 240, 0.023623
-579000576, 3, 240, 0.023629
-604178688, 3, 240, 0.024514
-956672256, 3, 240, 0.022863
-906316032, 3, 240, 0.023688
-511858944, 3, 240, 0.026575
-1032206592, 3, 240, 0.022980
-646142208, 3, 240, 0.026578
-268470528, 3, 240, 0.028025
-1057384704, 3, 240, 0.029446
-2014087424, 3, 240, 0.032166
-10328320, 3, 240, 0.032981
-43899136, 3, 240, 0.037332
-285255936, 3, 240, 0.039926
-302041344, 3, 240, 0.039985
585553664, 3, 240, 0.040029
560375552, 3, 240, 0.040059
1483572992, 3, 240, 0.063871
946439936, 3, 240, 0.064543
921261824, 3, 240, 0.080484
728229632, 3, 240, 0.080366
1567500032, 3, 240, 0.080454
652695296, 3, 240, 0.080516
963225344, 3, 240, 0.080710
971618048, 3, 240, 0.080795
1491965696, 3, 240, 0.081437
1366075136, 3, 240, 0.082548
1340897024, 3, 240, 0.081795
1575892736, 3, 240, 0.081935
1315718912, 3, 240, 0.081944
1357682432, 3, 240, 0.082232
1550714624, 3, 240, 0.083042
1282148096, 3, 240, 0.082747
661088000, 3, 240, 0.083332
1055545088, 3, 240, 0.082148
845727488, 3, 240, 0.082138
896083712, 3, 240, 0.082107
-86726912, 3, 240, 0.018130
-78334208, 3, 240, 0.102070
291809024, 3, 240, 0.083698
-103512320, 3, 240, 0.022053
-335612160, 3, 240, 0.020239
-69941504, 3, 240, 0.109954
56813312, 3, 240, 0.090195
-1493739776, 3, 240, 0.090933
-1401420032, 3, 240, 0.092192
-402753792, 3, 240, 0.113184
-444717312, 3, 240, 0.023747
-427931904, 3, 240, 0.023890
-469895424, 3, 240, 0.023700
-520251648, 3, 240, 0.024311
-537037056, 3, 240, 0.024698
-755247360, 3, 240, 0.023109
-797210880, 3, 240, 0.023109
-780425472, 3, 240, 0.023294
-713283840, 3, 240, 0.024341
-923101440, 3, 240, 0.023319
-679713024, 3, 240, 0.025011
-696498432, 3, 240, 0.025007
-1040599296, 3, 240, 0.024635
-881137920, 3, 240, 0.112345
-293648640, 3, 240, 0.096535
-53156096, 3, 240, 0.038261
-18721024, 3, 240, 0.034943
-35506432, 3, 240, 0.036701
-478288128, 3, 240, 0.042975
954832640, 3, 240, 0.106527
1626248960, 3, 240, 0.106468
-111905024, 3, 240, 0.062166
-120297728, 3, 240, 0.062445
-218114304, 3, 240, 0.064789
854120192, 3, 240, 0.068885
644302592, 3, 240, 0.069155
988403456, 3, 240, 0.068607
1290540800, 3, 240, 0.068538
1030366976, 3, 240, 0.068901
912869120, 3, 240, 0.068776
1399645952, 3, 240, 0.068681
610731776, 3, 240, 0.068855
593946368, 3, 240, 0.069528
677873408, 3, 240, 0.069208
669480704, 3, 240, 0.069371
719836928, 3, 240, 0.068878
879298304, 3, 240, 0.069259
703051520, 3, 240, 0.068858
795371264, 3, 240, 0.069166
1349289728, 3, 240, 0.068972
812156672, 3, 240, 0.069113
753407744, 3, 240, 0.069895
778585856, 3, 240, 0.069713
602339072, 3, 240, 0.070078
904476416, 3, 240, 0.073079
694658816, 3, 240, 0.107501
1433216768, 3, 240, 0.076284
1584285440, 3, 240, 0.082033
1005188864, 3, 240, 0.083851
577160960, 3, 240, 0.083548
1441609472, 3, 240, 0.083399
-310434048, 3, 240, 0.102073
1525536512, 3, 240, 0.085660
1601070848, 3, 240, 0.109919
1391253248, 3, 240, 0.085825
786978560, 3, 240, 0.085521
1450002176, 3, 240, 0.086772
1517143808, 3, 240, 0.086015
862512896, 3, 240, 0.086493
1609463552, 3, 240, 0.086378
1475180288, 3, 240, 0.086854
627517184, 3, 240, 0.089908
333772544, 3, 240, 0.087407
73598720, 3, 240, 0.088266
81991424, 3, 240, 0.088275
342165248, 3, 240, 0.089842
358950656, 3, 240, 0.089961
350557952, 3, 240, 0.113091
-377575680, 3, 240, 0.128625
-436324608, 3, 240, 0.114258
-503466240, 3, 240, 0.113494
-671320320, 3, 240, 0.024996
-486680832, 3, 240, 0.111288
635909888, 3, 240, 0.103698
-44763392, 3, 240, 0.035035
1063937792, 3, 240, 0.104698
-772032768, 3, 240, 0.113866
1013581568, 3, 240, 0.107647
1542321920, 3, 240, 0.084282
1424824064, 3, 240, 0.085591
-360790272, 3, 240, 0.020159
-1384634624, 3, 240, 0.094159
-1560881408, 3, 240, 0.111606
-352397568, 3, 240, 0.132121
1634641664, 3, 240, 0.118100
-864352512, 3, 240, 0.126207
325379840, 3, 240, 0.116313
1643034368, 3, 240, 0.118330
-318826752, 3, 240, 0.132359
1408038656, 3, 240, 0.085118
